language,newspaper,article_id,publish_date,entity,entity_exact_word,type,occurrence,paragraph_text,one_step_llm_sentiment,one_step_llm_sentiment_score,two_step_llm_paragraph_type,two_step_llm_sentiment_score,human_label_sentiment,Ons-step
english,hkfp,hkfp_04,2015-07-24,警隊,police | police force,HK_ORG_2a,4,"Members of a pro-police group have accused local broadcaster RTHK of producing TV programmes critical of the government and in favour of last year’s pro-democracy Occupy protests. Around ten protesters from the Justice Alliance arrived by tour bus at RTHK’s headquarters on Thursday to protest against the broadcaster’s “biased” reporting. They called RTHK a broadcaster that “hurts the feelings of Hong Kongers”. The group that the publicly funded broadcaster had a tendency to pick on the government, as well as give airtime to guests who speak in favour of last year’s Occupy demonstrations. The demonstrators wore imperial Chinese attire to mock an RTHK political commentary show that used similar clothing in a role play. Prior to the protest, the group had gathered at Wanchai Police Station to show support for the force. Leticia Lee See-yin, who led the two demonstrations, that the police force was the “hope” for Hong Kong’s rule of law, which was being “destroyed” by some Hong Kongers “in the name of freedom of expression”. Lee is an outspoken activist known for her leadership role within several anti-Occupy and pro-police groups. She led the Justice Alliance to protest on HKU and CUHK campuses during a citywide class boycott last September. Last month, Lee announced that she would be called Justice Alliance Party. RTHK’s veteran journalist Joseph Tse Chi-fung, who met with the alliance at the demonstration, denies the accusation that RTHK is biased. “We’re committed to running an open platform that accommodates different opinions. I believe we have fulfilled our duties as journalists.” He added, “As a governmental department, we listen to public opinion and handle every complaint. But on this occasion [the group] didn’t seem to have a clear demand, so it’s difficult to give them a response.” shot by the alliance, Tse is referred to as a “moron” and appears to be ridiculed by the demonstrators. Asked how he handled the situation, Tse said, “They won’t listen to you. So...",positive,0.5,factual,0,positive,
english,hkfp,hkfp_05,2015-08-01,示威,protest | rally,HK_CONCEPT_5d,11,"Outraged by the three-and-a-half month jail sentence given to a woman convicted of assaulting the police with her breasts, more than a dozen organisations have mobilized a “breast walk” that will take place in Hong Kong on August 2. Ng Lai-ying, 30, was convicted of assaulting police during an anti-parallel trader protest in March 2015 on the grounds that she had used her breast to “attack” the police officer. The incident occurred when the police officer grasped Ng’s bag during the protest and she instinctively shouted “indecent assault”, as the police officer’s arm brushed her breast. The charge filed against Ng Lai-ying inverted the accusation, depicting Ng as the aggressive party. Several other protesters were also convicted of assaulting police on the same occasion. Despite the fact the police officer did not suffer any injuries from the “breast assault” — while Ng’s face was covered with blood when she was arrested — the magistrate indicated that Ng had precipitated chaos and violence against police by shouting “indecent assault” and sentenced her to on July 30. Ng is currently out on bail pending appeal. In response to the ridiculous ruling, a dozen civic groups created the “breast walk” protest. Event organizers urged participants to wear their bra on the outside of their clothes to deliver the message that “breasts are not weapons”. On the Facebook : One of the rally organisers Luk Kit Ling told independent news portal inmediahk.net that the groups would rally at the police headquarters to protest against the police officer’s claim he was assaulted by Ng’s breast: [mks_tabs nav=”horizontal”] [mks_tab_item title=”English”] Luk Kit LIng explained that the rally at the police headquarters was to protest against the police officer’s testimony that he was assaulted by a woman’s breast. Given that police officers [are given authority as law enforcers] they are more powerful than ordinary citizens, this case would [lead to further abuse of power] to the extent tha...",positive,0.5,evaluative,0.3,positive,
english,hkfp,hkfp_05,2015-08-01,社運人士,protesters,HK_ORG_2b,1,"Outraged by the three-and-a-half month jail sentence given to a woman convicted of assaulting the police with her breasts, more than a dozen organisations have mobilized a “breast walk” that will take place in Hong Kong on August 2. Ng Lai-ying, 30, was convicted of assaulting police during an anti-parallel trader protest in March 2015 on the grounds that she had used her breast to “attack” the police officer. The incident occurred when the police officer grasped Ng’s bag during the protest and she instinctively shouted “indecent assault”, as the police officer’s arm brushed her breast. The charge filed against Ng Lai-ying inverted the accusation, depicting Ng as the aggressive party. Several other protesters were also convicted of assaulting police on the same occasion. Despite the fact the police officer did not suffer any injuries from the “breast assault” — while Ng’s face was covered with blood when she was arrested — the magistrate indicated that Ng had precipitated chaos and violence against police by shouting “indecent assault” and sentenced her to on July 30. Ng is currently out on bail pending appeal. In response to the ridiculous ruling, a dozen civic groups created the “breast walk” protest. Event organizers urged participants to wear their bra on the outside of their clothes to deliver the message that “breasts are not weapons”. On the Facebook : One of the rally organisers Luk Kit Ling told independent news portal inmediahk.net that the groups would rally at the police headquarters to protest against the police officer’s claim he was assaulted by Ng’s breast: [mks_tabs nav=”horizontal”] [mks_tab_item title=”English”] Luk Kit LIng explained that the rally at the police headquarters was to protest against the police officer’s testimony that he was assaulted by a woman’s breast. Given that police officers [are given authority as law enforcers] they are more powerful than ordinary citizens, this case would [lead to further abuse of power] to the extent tha...",positive,0.5,evaluative,0.7,positive,
english,hkfp,hkfp_05,2015-08-01,警隊,police,HK_ORG_2a,14,"Outraged by the three-and-a-half month jail sentence given to a woman convicted of assaulting the police with her breasts, more than a dozen organisations have mobilized a “breast walk” that will take place in Hong Kong on August 2. Ng Lai-ying, 30, was convicted of assaulting police during an anti-parallel trader protest in March 2015 on the grounds that she had used her breast to “attack” the police officer. The incident occurred when the police officer grasped Ng’s bag during the protest and she instinctively shouted “indecent assault”, as the police officer’s arm brushed her breast. The charge filed against Ng Lai-ying inverted the accusation, depicting Ng as the aggressive party. Several other protesters were also convicted of assaulting police on the same occasion. Despite the fact the police officer did not suffer any injuries from the “breast assault” — while Ng’s face was covered with blood when she was arrested — the magistrate indicated that Ng had precipitated chaos and violence against police by shouting “indecent assault” and sentenced her to on July 30. Ng is currently out on bail pending appeal. In response to the ridiculous ruling, a dozen civic groups created the “breast walk” protest. Event organizers urged participants to wear their bra on the outside of their clothes to deliver the message that “breasts are not weapons”. On the Facebook : One of the rally organisers Luk Kit Ling told independent news portal inmediahk.net that the groups would rally at the police headquarters to protest against the police officer’s claim he was assaulted by Ng’s breast: [mks_tabs nav=”horizontal”] [mks_tab_item title=”English”] Luk Kit LIng explained that the rally at the police headquarters was to protest against the police officer’s testimony that he was assaulted by a woman’s breast. Given that police officers [are given authority as law enforcers] they are more powerful than ordinary citizens, this case would [lead to further abuse of power] to the extent tha...",negative,-0.5,evaluative,-0.8,negative,
english,hkfp,hkfp_06,2016-03-10,全國人大,National People's Congress,CN_ORG_2,1,"The number of self-immolations in Tibet has now reached 144 with the death of another protester just last month, according to activists and human rights groups speaking to HKFP ahead of the anniversary of the 1959 Tibetan uprising on Thursday. According to NGOs Free Tibet and the , since February 2009 there have been 144 cases of self-immolation in autonomous region. In 2016, there has thus far been one case of self-immolation , and one , while in 2015 there were seven self-immolations. Most of the protests that took place last year were about specific grievances such as land grabs, or solo protests with individuals displaying banned pictures of the Dalai Lama or the Tibetan flag in prominent places, Free Tibet said. Meanwhile, many voiced concerns over the announcement last week that a second railway is to be built between China and Tibet, fearing adverse impacts on the environment and the tightening of Chinese control over the region. When the second railway to Tibet’s capital, Lhasa, is completed, travellers will be able to reach the Chinese-ruled territory from the city of Chengdu via the 1,800-km line in around 15 hours, according to Xinhua. Tibetan governor Losang Jamcan told Tibetan delegates at a National People’s Congress meeting that the government believes the project will bring more economic benefits and prosperity, while Padma Choling, a senior Tibetan official, stressed that the environment will be well protected, AP . The first China-Lhasa railway was opened in 2006, a 1,956-km line that passes through the Tibetan highlands. Although the railway facilitated economic development in the district, many groups are concerned about the role the rail line will play in China’s ability to control the region. Free Tibet’s Alistair Currie told HKFP that although economic development was important, the existing railway had caused an inflow of Chinese workers and tourists, and an outflow of Tibetan resources; it also made it easier for the government to deploy for...",neutral,0,factual,0,neutral,
english,hkfp,hkfp_06,2016-03-10,示威,protest,HK_CONCEPT_5d,3,"The number of self-immolations in Tibet has now reached 144 with the death of another protester just last month, according to activists and human rights groups speaking to HKFP ahead of the anniversary of the 1959 Tibetan uprising on Thursday. According to NGOs Free Tibet and the , since February 2009 there have been 144 cases of self-immolation in autonomous region. In 2016, there has thus far been one case of self-immolation , and one , while in 2015 there were seven self-immolations. Most of the protests that took place last year were about specific grievances such as land grabs, or solo protests with individuals displaying banned pictures of the Dalai Lama or the Tibetan flag in prominent places, Free Tibet said. Meanwhile, many voiced concerns over the announcement last week that a second railway is to be built between China and Tibet, fearing adverse impacts on the environment and the tightening of Chinese control over the region. When the second railway to Tibet’s capital, Lhasa, is completed, travellers will be able to reach the Chinese-ruled territory from the city of Chengdu via the 1,800-km line in around 15 hours, according to Xinhua. Tibetan governor Losang Jamcan told Tibetan delegates at a National People’s Congress meeting that the government believes the project will bring more economic benefits and prosperity, while Padma Choling, a senior Tibetan official, stressed that the environment will be well protected, AP . The first China-Lhasa railway was opened in 2006, a 1,956-km line that passes through the Tibetan highlands. Although the railway facilitated economic development in the district, many groups are concerned about the role the rail line will play in China’s ability to control the region. Free Tibet’s Alistair Currie told HKFP that although economic development was important, the existing railway had caused an inflow of Chinese workers and tourists, and an outflow of Tibetan resources; it also made it easier for the government to deploy for...",neutral,0,factual,0,neutral,
english,hkfp,hkfp_06,2016-03-10,社運人士,activists,HK_ORG_2b,2,"The number of self-immolations in Tibet has now reached 144 with the death of another protester just last month, according to activists and human rights groups speaking to HKFP ahead of the anniversary of the 1959 Tibetan uprising on Thursday. According to NGOs Free Tibet and the , since February 2009 there have been 144 cases of self-immolation in autonomous region. In 2016, there has thus far been one case of self-immolation , and one , while in 2015 there were seven self-immolations. Most of the protests that took place last year were about specific grievances such as land grabs, or solo protests with individuals displaying banned pictures of the Dalai Lama or the Tibetan flag in prominent places, Free Tibet said. Meanwhile, many voiced concerns over the announcement last week that a second railway is to be built between China and Tibet, fearing adverse impacts on the environment and the tightening of Chinese control over the region. When the second railway to Tibet’s capital, Lhasa, is completed, travellers will be able to reach the Chinese-ruled territory from the city of Chengdu via the 1,800-km line in around 15 hours, according to Xinhua. Tibetan governor Losang Jamcan told Tibetan delegates at a National People’s Congress meeting that the government believes the project will bring more economic benefits and prosperity, while Padma Choling, a senior Tibetan official, stressed that the environment will be well protected, AP . The first China-Lhasa railway was opened in 2006, a 1,956-km line that passes through the Tibetan highlands. Although the railway facilitated economic development in the district, many groups are concerned about the role the rail line will play in China’s ability to control the region. Free Tibet’s Alistair Currie told HKFP that although economic development was important, the existing railway had caused an inflow of Chinese workers and tourists, and an outflow of Tibetan resources; it also made it easier for the government to deploy for...",neutral,0,factual,0,negative,
english,hkfp,hkfp_08,2016-09-30,梁振英,CY Leung,HK_PERSON_1a,1,"The Hong Kong Journalists Association (HKJA) said on Thursday that Chief Executive Leung Chun-ying was “intentionally targeting the media” after Leung sent a letter to Apple Daily on Monday accusing it of defamation. The journalism watchdog said it was “shocked” and “regretted” Leung’s actions. Leung’s letter said that an editorial written by Lo Fung and published by Apple Daily on September 8 “falsely, viciously, and maliciously accused” Leung of corruption over It also said that this amounted to “the usage of the false corruption allegation to prevent Mr CY Leung from exercising his constitutional right to stand for re-election as the Chief Executive of the HKSAR, if he chooses to.” The “malicious falsehood” is consistent with other reports and articles published by Apple Daily since Leung took office, it added. The HKJA said that while it understood that everyone had the right to protect themselves against defamation, “the Chief Executive should, as the highest official of the Special Administrative Region, be careful about exercising relevant powers.” “Monitoring the person in power is the job of the journalist, and questioning and criticising the mistakes or inappropriate behaviour of those in power is a responsibility of the media as the fourth estate,” it added. It also said that Leung had never publicly expressed his intention to seek re-election in public, and to suddenly bring up re-election in the letter “will lead to public suspicion and concern that Leung is intentionally trying to create a chilling effect.” Leung previously sent a letter in 2013 to veteran commentator Joseph Lian Yi-zheng, claiming that a commentary piece he had written accused Leung of having links with triads and asking for the piece to be retracted. Chan Pui-man, Apple Daily’s editor-in-chief, said that the newspaper had already handed the matter over to its lawyers and that sending letters to the media has been a tactic of Leung. Singtao News reported a source saying that neither U...",negative,-0.5,evaluative,-0.7,negative,
english,hkfp,hkfp_08,2016-09-30,蘋果日報,Apple Daily,HK_ORG_2c,6,"The Hong Kong Journalists Association (HKJA) said on Thursday that Chief Executive Leung Chun-ying was “intentionally targeting the media” after Leung sent a letter to Apple Daily on Monday accusing it of defamation. The journalism watchdog said it was “shocked” and “regretted” Leung’s actions. Leung’s letter said that an editorial written by Lo Fung and published by Apple Daily on September 8 “falsely, viciously, and maliciously accused” Leung of corruption over It also said that this amounted to “the usage of the false corruption allegation to prevent Mr CY Leung from exercising his constitutional right to stand for re-election as the Chief Executive of the HKSAR, if he chooses to.” The “malicious falsehood” is consistent with other reports and articles published by Apple Daily since Leung took office, it added. The HKJA said that while it understood that everyone had the right to protect themselves against defamation, “the Chief Executive should, as the highest official of the Special Administrative Region, be careful about exercising relevant powers.” “Monitoring the person in power is the job of the journalist, and questioning and criticising the mistakes or inappropriate behaviour of those in power is a responsibility of the media as the fourth estate,” it added. It also said that Leung had never publicly expressed his intention to seek re-election in public, and to suddenly bring up re-election in the letter “will lead to public suspicion and concern that Leung is intentionally trying to create a chilling effect.” Leung previously sent a letter in 2013 to veteran commentator Joseph Lian Yi-zheng, claiming that a commentary piece he had written accused Leung of having links with triads and asking for the piece to be retracted. Chan Pui-man, Apple Daily’s editor-in-chief, said that the newspaper had already handed the matter over to its lawyers and that sending letters to the media has been a tactic of Leung. Singtao News reported a source saying that neither U...",neutral,0,evaluative,0.3,positive,
english,hkfp,hkfp_09,2016-10-25,中央政府,central government,CN_ORG_2,2,"Chief Executive Leung Chun-ying has said that the oath lawmakers have to take is “very simple,” when he was asked how it may be determined that lawmakers were taking their oaths sincerely “Any literate person can very easily and smoothly complete [the oath-taking],” he said on Tuesday before a regular Executive Council meeting. Leung said that oath-taking was required during many occasions, such as getting married and giving testimony before a court. Youngspiration lawmakers Yau Wai-ching and Sixtus “Baggio” Leung both pronounced China as “chee-na” in their first taking of the oath in English, which some took as an insult to Chinese people, whilst Yau seemingly pronounced “republic” as “refucking” in the phrase “People’s Republic of China.” They also brought a flag that read “Hong Kong is not China” during the ceremony. Their oaths were rejected at the time. In response, Leung questioned their sincerity. “Even for the simple [phrase] ‘People’s Republic of China’, no matter in Chinese or English – for it be read like that, is it sincere? I believe people have clear eyes,” Leung said. Leung added that it was “absolutely unacceptable” to use words to insult China when taking the oath. “Imagine if a member of a foreign legislature uses ‘chee-na’ to replace China in a formal speech, and adds an English swear word in China’s official name. If the speaker in this foreign legislature and his government did not correct this event with seriousness, I believe a huge international incident, a political storm will be caused – therefore Hong Kong society and the LegCo must take this seriously,” Leung said. “If it is not handled well, I am afraid there will be a huge and deep effect, because it will affect the central government’s view on Hong Kong, and it affects the relationship and feelings between Hong Kong and mainland people.” Leung last week for a judicial review to overrule the LegCo president’s decision to allow Baggio and Yau to retake their oaths. Leung said he did so i...",neutral,0,evaluative,0.3,negative,
english,hkfp,hkfp_10,2017-01-10,本土派,localists,HK_CONCEPT_5e,3,"Bar Association Chair Winnie Tam Wan-chi has warned against the use of violence in protests as it renders the cause of localists “self-defeating.” She also warned against frequent interference by Beijing in Hong Kong’s legal system. At Monday’s legal year opening ceremony, Tam referenced the violent protests against police brutality in North Carolina and quoted US Attorney General Loretta Lynch, who said last year that any violent protest undermines the “very justice it seeks to achieve.” Tam said Lynch’s remarks “aptly described the self-defeating cause” of localists who took part in the Mong Kok unrest, dubbed the “Fishball Revolution,” that erupted last February. Calling the unrest “street warfare,” Tam said: “People who were once sympathetic to the cause of the young and powerless began to question the ‘No-bottom-line’ approach. The end failed to justify the means. Instead, the means defeated their very purpose.” Similarly, she called localists Yau Wai-ching and Baggio Leung Chung-hang “LegCo separatists” and criticised them for defeating “the very purpose that their supporters entrusted them with… to bring about positive changes to the law.” The duo were last November after displaying a “Hong Kong is not China” flag and pronouncing the full name of China in a manner that some considered offensive during an oath-swearing session. “Many including their supporters have seen their acts of defiance of the law as gratuitous and deeply offensive,” Tam said. Despite her criticism of the disqualified lawmakers, she warned against perceived interference by Beijing in Hong Kong’s legal system in light of Beijing’s last November setting out the legal requirements of oath-taking by public officers. “The perception of interference would be inevitable if the contents [of the interpretations] are so detailed, and the timing so urgent, as to directly impact on the outcome of a pending case,” Tam said. She added that while “one can readily empathise with the political need” for ...",negative,-0.5,evaluative,-0.7,negative,
english,hkfp,hkfp_10,2017-01-10,示威,protest,HK_CONCEPT_5d,3,"Bar Association Chair Winnie Tam Wan-chi has warned against the use of violence in protests as it renders the cause of localists “self-defeating.” She also warned against frequent interference by Beijing in Hong Kong’s legal system. At Monday’s legal year opening ceremony, Tam referenced the violent protests against police brutality in North Carolina and quoted US Attorney General Loretta Lynch, who said last year that any violent protest undermines the “very justice it seeks to achieve.” Tam said Lynch’s remarks “aptly described the self-defeating cause” of localists who took part in the Mong Kok unrest, dubbed the “Fishball Revolution,” that erupted last February. Calling the unrest “street warfare,” Tam said: “People who were once sympathetic to the cause of the young and powerless began to question the ‘No-bottom-line’ approach. The end failed to justify the means. Instead, the means defeated their very purpose.” Similarly, she called localists Yau Wai-ching and Baggio Leung Chung-hang “LegCo separatists” and criticised them for defeating “the very purpose that their supporters entrusted them with… to bring about positive changes to the law.” The duo were last November after displaying a “Hong Kong is not China” flag and pronouncing the full name of China in a manner that some considered offensive during an oath-swearing session. “Many including their supporters have seen their acts of defiance of the law as gratuitous and deeply offensive,” Tam said. Despite her criticism of the disqualified lawmakers, she warned against perceived interference by Beijing in Hong Kong’s legal system in light of Beijing’s last November setting out the legal requirements of oath-taking by public officers. “The perception of interference would be inevitable if the contents [of the interpretations] are so detailed, and the timing so urgent, as to directly impact on the outcome of a pending case,” Tam said. She added that while “one can readily empathise with the political need” for ...",negative,-0.5,evaluative,-0.7,negative,
english,hkfp,hkfp_10,2017-01-10,警隊,police,HK_ORG_2a,1,"Bar Association Chair Winnie Tam Wan-chi has warned against the use of violence in protests as it renders the cause of localists “self-defeating.” She also warned against frequent interference by Beijing in Hong Kong’s legal system. At Monday’s legal year opening ceremony, Tam referenced the violent protests against police brutality in North Carolina and quoted US Attorney General Loretta Lynch, who said last year that any violent protest undermines the “very justice it seeks to achieve.” Tam said Lynch’s remarks “aptly described the self-defeating cause” of localists who took part in the Mong Kok unrest, dubbed the “Fishball Revolution,” that erupted last February. Calling the unrest “street warfare,” Tam said: “People who were once sympathetic to the cause of the young and powerless began to question the ‘No-bottom-line’ approach. The end failed to justify the means. Instead, the means defeated their very purpose.” Similarly, she called localists Yau Wai-ching and Baggio Leung Chung-hang “LegCo separatists” and criticised them for defeating “the very purpose that their supporters entrusted them with… to bring about positive changes to the law.” The duo were last November after displaying a “Hong Kong is not China” flag and pronouncing the full name of China in a manner that some considered offensive during an oath-swearing session. “Many including their supporters have seen their acts of defiance of the law as gratuitous and deeply offensive,” Tam said. Despite her criticism of the disqualified lawmakers, she warned against perceived interference by Beijing in Hong Kong’s legal system in light of Beijing’s last November setting out the legal requirements of oath-taking by public officers. “The perception of interference would be inevitable if the contents [of the interpretations] are so detailed, and the timing so urgent, as to directly impact on the outcome of a pending case,” Tam said. She added that while “one can readily empathise with the political need” for ...",neutral,0,evaluative,0,neutral,
english,south_china_morning_post,scmp_03,2017-01-19,警隊,police,HK_ORG_2a,1,"An enormous fire engulfed a historic market in the Indonesian capital Jakarta Thursday, with hundreds of firefighters deployed to battle a blaze that sent huge clouds of black smoke floating over the city. The fire began at dawn on the ground floor of Pasar Senen market, a sprawling complex of stalls on several levels that was built during Dutch colonial rule. Fifty fire engines were deployed to battle the blaze, which was still going strong in the afternoon. Several people suffered from minor burns. It was not clear what caused the fire in the market, which is in central Jakarta and sells goods ranging from textiles to food. Despite the fire, some shop owners rushed into the market in a bid to salvage their goods, while others who were barred from entering by security guards and police hurled stones at the complex in frustration.",neutral,0,factual,0,neutral,
english,south_china_morning_post,scmp_05,2017-09-01,共產黨,Communist Party,CN_CONCEPT_5,2,"China has named new commanders of its air and ground forces in the latest wave of military personnel changes ahead of a key Communist Party congress to be held next month. The air force announced on its social media account on Friday that Ding Laihang, 60, recently took over as commander of the 420,000-strong air force, replacing Ma Xiaotian, 68. Ding has held the top air force job in the Northern Theatre Command since last year. Meanwhile, Han Weiguo, who played a key role in a huge military parade showcasing the army’s latest weaponry, has been promoted as commander of the PLA’s ground forces. The 61-year-old former commander of the Central Theatre Command made his first speech in the new role on Thursday, reported. Han vowed to enhance battle readiness of the army and to ensure troops were loyal to the Communist Party, the article said. Han replaces Li Zuocheng, who was appointed chief of the Joint Staff Department of the Central Military Commission last Saturday.",neutral,0,factual,0,neutral,
english,south_china_morning_post,scmp_06,2019-01-12,習近平,President Xi,CN_PERSON_1,1,"Beijing’s renewed push for reunification with Taiwan has exposed the fragility of the balance of power in the Taiwan Strait – a relationship increasingly in question with China and the United States locked in a superpower rivalry over trade and geopolitical friction. Government advisers and analysts warn that the deadlocked cross-strait relations are entering a dangerous period, with an expectation of escalating tensions in the months ahead as an increasingly isolated Taipei tilts further towards Washington, seeking a hedge against Beijing’s aggressive pressure campaign. The self-governed island’s fate – the most disruptive factor in Beijing’s complex relations with Washington – could touch off a chain reaction that exacerbates the strain on bilateral ties, already mired in a protracted trade war and escalating technology race, they say. In a speech that may have set the tone for Beijing’s Taiwan policy for years to come, President Xi Jinping last week said both sides should begin talks on reunification to end decades of animosity. Describing the Taiwan question as a historical trauma for the Chinese nation, Xi said the island must be reunited with Beijing under “one country, two systems”, a model applied in Hong Kong and Macau. Despite his conciliatory overture – coming amid a stalemate that began when Tsai Ing-wen of the independence-leaning Democratic Progressive Party was elected as Taiwan’s president in 2016 – Xi insisted that Beijing would not renounce the use of force, which he claimed was aimed at pro-independence forces in Taiwan and the “interference of external forces”, a veiled reference to Washington.",neutral,0,evaluative,-0.2,neutral,
english,south_china_morning_post,scmp_07,2013-07-05,民主黨,Democratic Party,HK_CONCEPT_5e,1,"Landfill extensions in Ta Kwu Ling and Tuen Mun are facing another setback after lawmakers vowed to launch a filibuster to delay government funding applications in the Legislative Council next Friday. Lawmaker ""Long Hair"" Leung Kwok-hung of the League of Social Democrats yesterday said he was preparing to file up to 52,000 amendments in next week's Finance Committee meeting, the last in this legislative session. The move could stop the application for the projects, which the government says are essential to stave off a waste crisis, being passed before the summer break. ""The amendments will focus on all fronts of rubbish management in the city, from waste reduction at source to the waste recycling industry,"" Leung said. ""The aim is to prevent the fund applications being passed in the current session."" People Power lawmaker Albert Chan Wai-yip and Democratic Party lawmaker Helena Wong Pik-wan also suggested that they might join Leung's filibuster effort. ""You can call it [a filibuster if] you like,"" Wong said ""I am going to ask questions next Friday."" Tuen Mun residents' opposition also means the pan-democrats might find an unusual ally in their cause - pro-government lawmaker Lau Wong-fat, chairman of the Heung Yee Kuk and Tuen Mun district council.",neutral,0,factual,0,neutral,
english,south_china_morning_post,scmp_08,2013-08-10,陳茂波,Paul Chan,HK_PERSON_1a,1,"The political assistant to the city's labour chief announced yesterday she was quitting, but denied it was because of discontent with the administration of Chief Executive Leung Chun-ying. Zandra Mok Yee-tuen also dismissed suggestions her departure had anything to do with the recent resignations of executive councillor Franklin Lam Fan-keung and Henry Ho Kin-chung, who was political assistant to development minister Paul Chan Mo-po. Lam's resignation on August 1 was prompted by criticism last year that he made use of insider information to sell two flats ahead of new stamp duties, and came even though prosecutors found insufficient evidence to charge him with any crime. Ho resigned a day later after admitting he failed to declare that his family owned land in Kwu Tung earmarked for a new town. Chan has faced calls to quit because his family owns farmland in Kwu Tung that will be resumed for the development. Mok, 39, told the : ""The most important is really my family. It is not what commentators were speculating about. As a mother, the needs of my children comes first."" She said she had tried to strike a balance between work and family, but realised the time had come to make a choice. She will leave her post on August 24.",neutral,0,factual,0,neutral,
english,sunday_examiner,sunex_04,2021-04-09,香港政府,Hong Kong Government,HK_ORG_2a,1,"HONG KONG (SE): During the Chrism Mass on April 1, Holy Thursday, John Cardinal Tong Hon expressed his gratitude to God for being able to celebrate the Easter liturgies after the Hong Kong government eased Covid-19 coronavirus (SARS-CoV-2) pandemic restrictions—in place since December 2020 (Chancery Notice. 2 December 2020)—allowing for public Masses to be celebrated. The government announced on March 31 that restrictions on religious gatherings had been lifted but that the number of persons to be allowed at any one time must not exceed 30 per cent of the capacity of the church premises. The Mass was concelebrated by Auxiliary Bishop Joseph Ha Chi-shing, Monsignor Javier Herrera Corona, Monsignor Alvaro Lzurieta y Sea and around 16 other priests from diocesan curia and the deaneries, with around 100 people in the congregation. Cardinal Tong welcomed those taking part in the Mass at the cathedral and online. He expressed thankfulness the chance to resume public Mass as the three-day Passover or Triduum celebrations are the most solemn ones in the Holy Week. “We are happy that we could resume Mass today. We thank God for the gift of the Eucharist as the source of faith and life,” he said, adding that he knew that the laity eagerly longed for the resumption of Mass and called for their active participation in the liturgies and prayers for world peace. In his homily, the cardinal said the Chrism Mass is important as it is a significant sign of unity among the clergy as priests and deacons who renew their commitment to serve God before the bishop at the cathedral, which reminds us of the Last Supper when Jesus called his apostles to gather around him. He said the oil blessed that day symbolises that the entire Church is commissioned to spread the fragrance of Christ. “The good example and joyful life of the priests and deacons in their ministries, along with the encouragement of the Catholic families, will help young people to be attracted to priestly vocations,” he cont...",positive,0.5,factual,0,positive,
english,sunday_examiner,sunex_10,2025-04-17,警隊,police,HK_ORG_2a,2,"MANILA (UCAN): The Philippine Bureau of Immigration warned of a new human trafficking scam where victims are forced to pose as Christian pilgrims or missionaries. Philippine and Thai police revealed the scam details following a probe and wiretaps, , reported on April 9. Joel Anthony Viado, a commissioner at the Philippine immigration bureau, spoke about some such trafficking cases in an April 7 statement. On April 1, immigration officers at Ninoy Aquino International Airport [NAIA] stopped three women aged 23, 25, and 50 as they attempted to leave the country. They headed to Thailand via Singapore and claimed to be full-time Church volunteers going for missionary work in Thailand. Discrepancies in their documents led to questioning. Two victims confessed they were not part of any missionary group, but teachers recruited for illegal employment at a school in Thailand. They also admitted that the woman they were travelling with, who claimed to be their congregation’s founder and head preacher, had recruited them. Viado said this echoed a trafficking method detected earlier, which came to be called the “bitbit” [carry] scheme, which means a frequent traveller transports unsuspecting women abroad and forces them into illicit work. In the latest case, the victims were referred to the Inter-Agency Council Against Trafficking [IACAT] for assistance, the bureau said. According to immigration officials, the female trafficker had recently been to Thailand with another group of passengers, whom she claimed were her Church companions. The people who previously left with the trafficker have not returned to the Philippines, the officials said. The Philippine Interfaith Movement Against Human Trafficking praised the efforts of the police and government. Father Bryand Restituto, an assistant to the secretary general of the Catholic Bishops’ Conference of the Philippines, also expressed concerns about human trafficking. He condemned trafficking networks exploiting vulnerable people ...",neutral,0,factual,0,positive,
english,the_standard,std_01,2023-08-30,警隊,police,HK_ORG_2a,1,"A security guard of a Kwun Tong industrial building was beaten by two men after he tried to play the peacemaker in stopping the two from fighting. The incident happened at around 6 o’clock this morning when two men were arguing at the carpark entrance of Everest Industrial Centre on Kwun Tong Road. The security guard was said to have stepped in to mediate but the two ended up beating him up. The entry and exit barrier, along with a water dispenser placed inside the guard room, was also vandalized. The two fled the scene following the assault, leaving the security guard with head injuries. Police were called to the scene to investigate, and no arrests have been made so far.",neutral,0,factual,0,neutral,
